country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Seychelles,SYC,Africa,Sub-Saharan Africa,2003,0.715,NA,85765,71.02926829,8524.961236
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2003,0.332,2.2,4647701,41.669,266.5250529
Singapore,SGP,Asia,South-eastern Asia,2003,0.82,9.4,4254553,79.03902439,23573.62804
Slovenia,SVN,Europe,Southern Europe,2003,0.85,5.9,1988304,76.85853659,14880.47154
Solomon Islands,SLB,Oceania,Melanesia,2003,0.459,NA,446352,64.971,744.7657423
South Africa,ZAF,Africa,Sub-Saharan Africa,2003,0.611,4.4,46971250,53.481,3678.102817
South Sudan,SSD,Africa,Sub-Saharan Africa,2003,NA,NA,7499695,50.393,NA
Spain,ESP,Europe,Southern Europe,2003,0.833,6.9,42475265,79.6195122,21495.70741
Sri Lanka,LKA,Asia,Southern Asia,2003,0.705,3.4,19217032,73.128,982.6418822
Sudan,SDN,Africa,Northern Africa,2003,0.415,2.3,30365586,59.582,477.7384078
Suriname,SUR,Americas,Latin America and the Caribbean,2003,NA,NA,487641,68.239,2609.270561
Sweden,SWE,Europe,Northern Europe,2003,0.888,9.3,8942926,80.09512195,36961.42537
Switzerland,CHE,Europe,Western Europe,2003,0.895,8.8,7289901,80.53658537,48087.58314
Tajikistan,TJK,Asia,Central Asia,2003,0.563,1.8,6532871,66.727,236.49018
Thailand,THA,Asia,South-eastern Asia,2003,0.674,3.3,64817254,71.424,2358.930629
Timor-Leste,TLS,Asia,South-eastern Asia,2003,0.484,NA,929431,62.223,565.5397501
Togo,TGO,Africa,Sub-Saharan Africa,2003,0.432,NA,5283246,53.935,391.5667186
Tonga,TON,Oceania,Polynesia,2003,0.693,NA,99606,71.229,2029.714718
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2003,0.736,4.6,1284052,68.724,8804.518666
Tunisia,TUN,Africa,Northern Africa,2003,0.673,4.9,9939478,73.836,2761.969249
Turkey,TUR,Asia,Western Asia,2003,0.675,3.1,66060121,71.6,4718.455282
Turkmenistan,TKM,Asia,Central Asia,2003,NA,NA,4648036,64.386,1283.911815
Uganda,UGA,Africa,Sub-Saharan Africa,2003,0.427,2.2,26217760,50.394,237.9995917
Ukraine,UKR,Europe,Eastern Europe,2003,0.7,2.3,47493771,68.21073171,1048.522488
United Arab Emirates,ARE,Asia,Western Asia,2003,0.813,5.2,3625798,74.968,33230.52318
Uruguay,URY,Americas,Latin America and the Caribbean,2003,0.75,5.5,3325637,75.427,3622.052284
Uzbekistan,UZB,Asia,Central Asia,2003,0.613,2.4,25353547,67.837,396.377979
Vanuatu,VUT,Oceania,Melanesia,2003,NA,NA,198963,68.545,1580.502724
Zambia,ZMB,Africa,Sub-Saharan Africa,2003,0.456,2.5,11426006,47.33,429.1583434
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2003,0.407,2.3,12774162,44.188,453.3511552
Afghanistan,AFG,Asia,Southern Asia,2004,0.396,NA,23499850,57.875,216.7081289
Albania,ALB,Europe,Southern Europe,2004,0.685,2.5,3103758,75.028,2373.581292
Algeria,DZA,Africa,Northern Africa,2004,0.68,2.7,32817225,72.281,2598.908023
Angola,AGO,Africa,Sub-Saharan Africa,2004,0.426,2,17295500,51.676,1248.404906
Argentina,ARG,Americas,Latin America and the Caribbean,2004,0.78,2.5,38728778,74.603,4251.574348
Armenia,ARM,Asia,Western Asia,2004,0.679,3.1,3025982,72.512,1191.96192
Australia,AUS,Oceania,Australia and New Zealand,2004,0.91,8.8,19985475,80.4902439,30401.55479
Austria,AUT,Europe,Western Europe,2004,0.848,8.4,8196624,79.1804878,36821.52147
Azerbaijan,AZE,Asia,Western Asia,2004,0.675,1.9,8466304,68.249,1045.009379
Bahrain,BHR,Asia,Western Asia,2004,0.806,5.8,807989,75.167,15846.47641
Bangladesh,BGD,Asia,Southern Asia,2004,0.499,1.5,140843786,67.46,460.7579167
Barbados,BRB,Americas,Latin America and the Caribbean,2004,0.761,7.3,273091,74.004,12868.78733
Belarus,BLR,Europe,Eastern Europe,2004,0.713,3.3,9695791,68.95609756,2378.623286
Belgium,BEL,Europe,Western Europe,2004,0.861,7.5,10492643,78.87804878,35589.68912
Belize,BLZ,Americas,Latin America and the Caribbean,2004,0.695,3.8,276085,68.815,3831.538019
Benin,BEN,Africa,Sub-Saharan Africa,2004,0.43,3.2,7922796,56.887,583.4093514
Bhutan,BTN,Asia,Southern Asia,2004,NA,NA,634235,64.126,1097.457088
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2004,NA,3.1,3825872,75.096,2802.274917
Botswana,BWA,Africa,Sub-Saharan Africa,2004,0.593,6,1835750,50.832,4896.583835
Brazil,BRA,Americas,Latin America and the Caribbean,2004,0.694,3.9,186116363,71.67,3623.049912
Bulgaria,BGR,Europe,Eastern Europe,2004,0.745,4.1,7742740,72.56341463,3363.799644
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2004,NA,NA,13028039,52.602,371.3230865
Burundi,BDI,Africa,Sub-Saharan Africa,2004,0.286,NA,7661613,52.437,127.4296648
Cambodia,KHM,Asia,South-eastern Asia,2004,0.47,NA,13112334,62.186,408.6105184
Cameroon,CMR,Africa,Sub-Saharan Africa,2004,0.456,2.1,17667576,52.301,1027.823
Canada,CAN,Americas,Northern America,2004,0.886,8.5,31918582,80.14146341,31979.87195
Central African Republic,CAF,Africa,Sub-Saharan Africa,2004,0.319,NA,3987896,44.08,313.210598
Chad,TCD,Africa,Sub-Saharan Africa,2004,0.306,1.7,9710498,47.848,454.6765879
Chile,CHL,Americas,Latin America and the Caribbean,2004,0.79,7.4,15913119,77.632,6210.828325
China,CHN,Asia,Eastern Asia,2004,0.634,3.4,1298573031,73.642,1508.668098
Colombia,COL,Americas,Latin America and the Caribbean,2004,0.658,3.8,42724157,72.062,2740.249442
Comoros,COM,Africa,Sub-Saharan Africa,2004,0.434,NA,603869,59.904,1059.176884
Costa Rica,CRI,Americas,Latin America and the Caribbean,2004,0.723,4.9,4187039,77.993,4425.507463
Croatia,HRV,Europe,Southern Europe,2004,0.777,3.5,4385045,75.5202439,9354.228015
Cuba,CUB,Americas,Latin America and the Caribbean,2004,0.719,3.7,11240680,77.663,3390.716256
Cyprus,CYP,Asia,Western Asia,2004,0.826,5.4,1015827,78.506,23932.49128
Denmark,DNK,Europe,Northern Europe,2004,0.897,9.5,5398645,77.49268293,46511.60457
Djibouti,DJI,Africa,Sub-Saharan Africa,2004,0.396,NA,767644,57.677,864.1847206
Dominica,DMA,Americas,Latin America and the Caribbean,2004,0.703,NA,70325,NA,5217.452807
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2004,0.668,2.9,9102997,71.425,2492.868226
Ecuador,ECU,Americas,Latin America and the Caribbean,2004,0.688,2.4,13509645,73.937,2708.557892
El Salvador,SLV,Americas,Latin America and the Caribbean,2004,0.644,4.2,5925089,70.048,2287.173057
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2004,0.563,NA,606201,53.987,6085.348907
Eritrea,ERI,Africa,Sub-Saharan Africa,2004,NA,2.6,4064958,57.916,287.4222243
Estonia,EST,Europe,Northern Europe,2004,0.812,6,1363549,71.9097561,8850.465115
Ethiopia,ETH,Africa,Sub-Saharan Africa,2004,0.325,2.3,74506974,55.172,135.7623858
Fiji,FJI,Oceania,Melanesia,2004,0.699,NA,818355,68.243,3332.918533
Finland,FIN,Europe,Northern Europe,2004,0.864,9.7,5228842,78.71463415,37636.11173
France,FRA,Europe,Western Europe,2004,0.86,7.1,60858654,80.16341463,33741.26515
Gabon,GAB,Africa,Sub-Saharan Africa,2004,0.64,3.3,1347524,59.512,5685.577736
Georgia,GEO,Asia,Western Asia,2004,0.703,2,4524444,72.682,1207.388182
Germany,DEU,Europe,Western Europe,2004,0.884,8.2,81417791,78.6804878,34165.93403
Ghana,GHA,Africa,Sub-Saharan Africa,2004,0.499,3.6,20840493,58.187,423.1936389
Greece,GRC,Europe,Southern Europe,2004,0.839,4.3,11047739,79.03902439,21955.10409
Grenada,GRD,Americas,Latin America and the Caribbean,2004,NA,NA,102657,71.213,5836.177063
Guatemala,GTM,Americas,Latin America and the Caribbean,2004,0.567,2.2,12877711,69.437,1872.737083
Guinea,GIN,Africa,Sub-Saharan Africa,2004,0.346,NA,9464771,52.444,386.3288283
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2004,NA,NA,1431816,53.084,393.3138244
Guyana,GUY,Americas,Latin America and the Caribbean,2004,0.619,NA,742162,65.428,1048.110534
Haiti,HTI,Americas,Latin America and the Caribbean,2004,0.452,1.5,9119182,58.86,387.9428911
Honduras,HND,Americas,Latin America and the Caribbean,2004,0.577,2.3,6753352,71.341,1217.657961
Hungary,HUN,Europe,Eastern Europe,2004,0.795,4.8,10117213,72.64878049,10296.33979
Iceland,ISL,Europe,Northern Europe,2004,0.879,9.5,293084,80.99756098,46984.06654
India,IND,Asia,Southern Asia,2004,0.526,2.8,1126419321,64.154,621.3183767
Indonesia,IDN,Asia,South-eastern Asia,2004,0.629,2,223268606,67.002,1148.569096
Iraq,IRQ,Asia,Western Asia,2004,0.628,2.1,26320530,68.537,1391.816923
Ireland,IRL,Europe,Northern Europe,2004,0.889,7.5,4119773,78.53902439,47630.92649
Israel,ISR,Asia,Western Asia,2004,0.866,6.4,6470045,80.14634146,19892.05951
Italy,ITA,Europe,Southern Europe,2004,0.851,4.8,58348332,80.7804878,31174.56109
Jamaica,JAM,Americas,Latin America and the Caribbean,2004,0.706,3.3,2664049,73.167,3719.97351
Japan,JPN,Asia,Eastern Asia,2004,0.87,6.9,126773081,82.0302439,37688.72234
Jordan,JOR,Asia,Western Asia,2004,0.73,5.3,5171633,72.427,2061.456882
Kazakhstan,KAZ,Asia,Central Asia,2004,0.737,2.2,15294474,65.88780488,2874.288291
Kenya,KEN,Africa,Sub-Saharan Africa,2004,0.474,2.1,34437460,54.513,458.8843551
Kiribati,KIR,Oceania,Micronesia,2004,NA,NA,90545,64.74,1130.602806
Kuwait,KWT,Asia,Western Asia,2004,0.789,4.6,2166344,73.434,26921.08278
Latvia,LVA,Europe,Northern Europe,2004,0.791,4,2256935,72.02682927,6351.080125
Lebanon,LBN,Asia,Western Asia,2004,NA,2.7,3863271,76.351,5473.48102
Lesotho,LSO,Africa,Sub-Saharan Africa,2004,0.437,NA,1912042,46.078,781.5145954
Liberia,LBR,Africa,Sub-Saharan Africa,2004,0.372,NA,3184643,54.084,282.3939197
Libya,LBY,Africa,Northern Africa,2004,0.748,2.5,5703224,71.17,5806.083604
Lithuania,LTU,Europe,Northern Europe,2004,0.798,4.6,3376761,71.96097561,6706.966998
Luxembourg,LUX,Europe,Western Europe,2004,0.874,8.4,451826,79.12195122,75716.35108
Madagascar,MDG,Africa,Sub-Saharan Africa,2004,0.473,3.1,17763367,60.752,245.1235876
Malawi,MWI,Africa,Sub-Saharan Africa,2004,0.371,2.8,12407618,48.735,274.2256294
Malaysia,MYS,Asia,South-eastern Asia,2004,0.734,5,25332026,73.356,4955.477743
Maldives,MDV,Asia,Southern Asia,2004,0.625,NA,299917,73.418,3952.121984
Mali,MLI,Africa,Sub-Saharan Africa,2004,0.338,3.2,12474857,51.224,439.3572924
Malta,MLT,Europe,Southern Europe,2004,0.805,6.8,394786,79.25365854,15109.05497
Mauritania,MRT,Africa,Sub-Saharan Africa,2004,0.461,NA,3064882,60.539,602.547286
Mauritius,MUS,Africa,Sub-Saharan Africa,2004,0.704,4.1,1215835,72.27674797,5229.876738
Mexico,MEX,Americas,Latin America and the Caribbean,2004,0.719,3.6,108257822,75.18,7310.961631
Mongolia,MNG,Asia,Eastern Asia,2004,0.637,3,2496621,64.671,797.8377432
Montenegro,MNE,Europe,Southern Europe,2004,0.746,NA,615332,73.465,3380.165121
Morocco,MAR,Africa,Northern Africa,2004,0.569,3.2,30093109,70.873,1948.812275
Mozambique,MOZ,Africa,Sub-Saharan Africa,2004,0.341,2.8,20523159,50.663,336.3318145
Myanmar,MMR,Asia,South-eastern Asia,2004,0.465,1.7,49582751,63.323,219.8156688
Namibia,NAM,Africa,Sub-Saharan Africa,2004,0.565,4.1,2002745,53.48,3225.339163
Nepal,NPL,Asia,Southern Asia,2004,0.469,2.8,25198130,64.973,287.4001056
Netherlands,NLD,Europe,Western Europe,2004,0.888,8.7,16253397,79.09512195,39954.64222
New Zealand,NZL,Oceania,Australia and New Zealand,2004,0.886,9.6,4078779,79.54878049,25420.07041
Nicaragua,NIC,Americas,Latin America and the Caribbean,2004,0.592,2.7,5309703,71.537,1091.505157
Niger,NER,Africa,Sub-Saharan Africa,2004,0.278,2.2,12996012,52.436,232.5661574
Nigeria,NGA,Africa,Sub-Saharan Africa,2004,0.463,1.6,136033321,47.717,1007.329469
Norway,NOR,Europe,Northern Europe,2004,0.929,8.9,4589241,79.84146341,57570.26916
Oman,OMN,Asia,Western Asia,2004,0.742,6.1,2448194,73.851,10129.28886
Pakistan,PAK,Asia,Southern Asia,2004,0.487,2.1,150267989,63.625,649.8048233
Panama,PAN,Americas,Latin America and the Caribbean,2004,0.74,3.7,3260611,75.782,4591.892776
Papua New Guinea,PNG,Oceania,Melanesia,2004,0.446,2.6,5940048,63.113,637.3686654
Paraguay,PRY,Americas,Latin America and the Caribbean,2004,0.646,1.9,5703742,71.067,1687.391227
Peru,PER,Americas,Latin America and the Caribbean,2004,0.692,3.5,27273188,72.146,2448.143899
Philippines,PHL,Asia,South-eastern Asia,2004,0.642,2.6,84596249,67.67,1079.037182
Poland,POL,Europe,Eastern Europe,2004,0.797,3.5,38454520,74.84634146,6681.178818
Portugal,PRT,Europe,Southern Europe,2004,0.79,6.3,10442446,77.67073171,18045.5881
Qatar,QAT,Asia,Western Asia,2004,0.83,5.2,732096,76.668,41818.35256
Romania,ROU,Europe,Eastern Europe,2004,0.745,2.9,21578318,71.59427561,3552.92452
Rwanda,RWA,Africa,Sub-Saharan Africa,2004,0.388,NA,8828956,53.755,236.8857125
Samoa,WSM,Oceania,Polynesia,2004,0.671,NA,178794,70.673,2351.033814
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2004,0.514,NA,149732,64.322,687.5484045
Saudi Arabia,SAU,Asia,Western Asia,2004,0.761,3.4,24055573,73.041,11138.80746
Senegal,SEN,Africa,Sub-Saharan Africa,2004,0.415,3,10967016,59.859,928.0297393
Serbia,SRB,Europe,Southern Europe,2004,0.73,NA,9225001,72.68292683,3331.228766
Seychelles,SYC,Africa,Sub-Saharan Africa,2004,0.712,4.4,87356,72.66097561,10176.65871
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2004,0.341,2.3,4870467,42.66,266.2900458
Singapore,SGP,Asia,South-eastern Asia,2004,0.821,9.3,4375230,79.4902439,27405.27136
Slovenia,SVN,Europe,Southern Europe,2004,0.853,6,1990924,77.20731707,17260.90151
Solomon Islands,SLB,Oceania,Melanesia,2004,0.465,NA,457841,65.549,818.442619
South Africa,ZAF,Africa,Sub-Saharan Africa,2004,0.609,4.6,47667150,52.878,4745.071685
South Sudan,SSD,Africa,Sub-Saharan Africa,2004,NA,NA,7784488,50.782,NA
Spain,ESP,Europe,Southern Europe,2004,0.837,7.1,43167276,79.87073171,24918.64584
Sri Lanka,LKA,Asia,Southern Asia,2004,0.712,3.5,19374281,73.593,1066.588484
Sudan,SDN,Africa,Northern Africa,2004,0.423,2.2,31176209,59.993,565.0569459
Suriname,SUR,Americas,Latin America and the Caribbean,2004,0.672,4.3,489312,68.48,3006.48773
Sweden,SWE,Europe,Northern Europe,2004,0.89,9.2,8982282,80.49756098,42442.22045
Switzerland,CHE,Europe,Western Europe,2004,0.899,9.1,7345299,81.08780488,53340.14766
Tajikistan,TJK,Asia,Central Asia,2004,0.572,2,6666628,67.163,309.2801984
Thailand,THA,Asia,South-eastern Asia,2004,0.682,3.6,65404522,71.775,2659.839108
Timor-Leste,TLS,Asia,South-eastern Asia,2004,0.492,NA,962634,63.209,1081.972674
Togo,TGO,Africa,Sub-Saharan Africa,2004,0.435,NA,5428552,54.23,407.6072462
Tonga,TON,Oceania,Polynesia,2004,0.694,NA,100226,71.367,2284.307858
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2004,0.745,4.2,1290535,68.816,10290.51914
Tunisia,TUN,Africa,Northern Africa,2004,0.683,5,10017439,74.026,3112.835029
Turkey,TUR,Asia,Western Asia,2004,0.681,3.2,66973561,72.06,6040.879696
Turkmenistan,TKM,Asia,Central Asia,2004,NA,2,4696876,64.693,1453.917166
Uganda,UGA,Africa,Sub-Saharan Africa,2004,0.429,2.6,27114742,51.538,288.0236949
Ukraine,UKR,Europe,Eastern Europe,2004,0.707,2.2,47127110,68.18536585,1367.352433
United Arab Emirates,ARE,Asia,Western Asia,2004,0.818,6.1,3975945,75.2,36161.17061
Uruguay,URY,Americas,Latin America and the Caribbean,2004,0.753,6.2,3324096,75.614,4117.3088530000005
Uzbekistan,UZB,Asia,Central Asia,2004,0.62,2.3,25627007,68.094,465.1198869
Vanuatu,VUT,Oceania,Melanesia,2004,NA,NA,204144,68.889,1787.947023
Zambia,ZMB,Africa,Sub-Saharan Africa,2004,0.467,2.6,11725635,48.432,530.2772217
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2004,0.406,2.3,12867828,44.571,454.3606654
Afghanistan,AFG,Asia,Southern Asia,2005,0.405,2.5,24399948,58.5,247.66414
Albania,ALB,Europe,Southern Europe,2005,0.696,2.4,3082172,75.217,2673.786584
Algeria,DZA,Africa,Northern Africa,2005,0.686,2.8,33267887,72.767,3100.122378
Angola,AGO,Africa,Sub-Saharan Africa,2005,0.439,2,17912942,52.833,1890.849727
Argentina,ARG,Americas,Latin America and the Caribbean,2005,0.782,2.8,39145491,74.775,5076.883829
Armenia,ARM,Asia,Western Asia,2005,0.692,2.9,3014917,72.625,1643.758543
Australia,AUS,Oceania,Australia and New Zealand,2005,0.915,8.8,20274282,80.84146341,33961.6818
Austria,AUT,Europe,Western Europe,2005,0.854,8.7,8234858,79.33170732,38403.13388
Azerbaijan,AZE,Asia,Western Asia,2005,0.682,2.2,8563398,68.75,1578.40239
Bahrain,BHR,Asia,Western Asia,2005,0.81,5.8,867014,75.326,17959.17854
Bangladesh,BGD,Asia,Southern Asia,2005,0.506,1.7,142929979,67.937,484.1554071
Barbados,BRB,Americas,Latin America and the Caribbean,2005,0.766,6.9,274013,74.163,14223.25544
Belarus,BLR,Europe,Eastern Europe,2005,0.723,2.6,9640616,68.85121951,3125.810535
Belgium,BEL,Europe,Western Europe,2005,0.865,7.4,10561436,78.9804878,36967.25918
Belize,BLZ,Americas,Latin America and the Caribbean,2005,0.692,3.7,283279,69.023,3933.262143
Benin,BEN,Africa,Sub-Saharan Africa,2005,0.434,2.9,8182362,57.355,601.799977
Bhutan,BTN,Asia,Southern Asia,2005,NA,NA,651163,64.882,1247.061392
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2005,0.697,2.9,3833377,75.223,2967.834056
Botswana,BWA,Africa,Sub-Saharan Africa,2005,0.61,5.9,1864003,52.165,5351.253732
Brazil,BRA,Americas,Latin America and the Caribbean,2005,0.698,3.7,188479240,72.04,4770.183845
Bulgaria,BGR,Europe,Eastern Europe,2005,0.75,4,7682614,72.56097561,3869.529455
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2005,0.325,3.4,13421929,53.31,406.9988071
Burundi,BDI,Africa,Sub-Saharan Africa,2005,0.29,2.3,7934213,52.735,150.4876135
Cambodia,KHM,Asia,South-eastern Asia,2005,0.483,2.3,13320058,63.088,474.2238766
Cameroon,CMR,Africa,Sub-Saharan Africa,2005,0.456,2.2,18126999,52.916,1030.038193
Canada,CAN,Americas,Northern America,2005,0.891,8.4,32256333,80.29268293,36189.58838
Central African Republic,CAF,Africa,Sub-Saharan Africa,2005,0.323,NA,4055608,44.466,323.9805112
Chad,TCD,Africa,Sub-Saharan Africa,2005,0.303,1.7,10067932,48.054,660.2421396
Chile,CHL,Americas,Latin America and the Caribbean,2005,0.796,7.3,16096571,77.791,7615.30468
China,CHN,Asia,Eastern Asia,2005,0.646,3.2,1305600630,73.987,1753.417829
Colombia,COL,Americas,Latin America and the Caribbean,2005,0.669,4,43285636,72.303,3354.021804
Comoros,COM,Africa,Sub-Saharan Africa,2005,0.451,NA,618632,60.126,1068.600321
Costa Rica,CRI,Americas,Latin America and the Caribbean,2005,0.727,4.2,4247843,78.114,4697.011138
Croatia,HRV,Europe,Southern Europe,2005,0.783,3.4,4378056,75.24463415,10208.73063
Cuba,CUB,Americas,Latin America and the Caribbean,2005,0.732,3.8,11261052,77.95,3779.05707
Cyprus,CYP,Asia,Western Asia,2005,0.829,5.7,1032586,78.631,25324.48666
Denmark,DNK,Europe,Northern Europe,2005,0.902,9.5,5417692,77.84390244,48799.82037
Djibouti,DJI,Africa,Sub-Saharan Africa,2005,0.405,NA,778406,57.999,904.7297489
Dominica,DMA,Americas,Latin America and the Caribbean,2005,0.705,NA,70542,NA,5157.447918
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2005,0.677,3,9237565,71.644,3910.017774
Ecuador,ECU,Americas,Latin America and the Caribbean,2005,0.693,2.5,13735232,74.136,3021.942547
El Salvador,SLV,Americas,Latin America and the Caribbean,2005,0.651,4.2,5947206,70.357,2437.899565
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2005,0.569,1.9,625866,54.262,10850.63334
Eritrea,ERI,Africa,Sub-Saharan Africa,2005,0.405,2.6,4191273,58.691,276.7508096
Estonia,EST,Europe,Northern Europe,2005,0.822,6.4,1355662,72.56829268,10338.31322
Ethiopia,ETH,Africa,Sub-Saharan Africa,2005,0.346,2.2,76608431,56.221,161.6266248
Fiji,FJI,Oceania,Melanesia,2005,0.695,4,821820,68.405,3658.630832
Finland,FIN,Europe,Northern Europe,2005,0.869,9.6,5246368,78.81707317,38969.17163
France,FRA,Europe,Western Europe,2005,0.87,7.5,61241700,80.16341463,34760.18777
Gabon,GAB,Africa,Sub-Saharan Africa,2005,0.646,2.9,1377777,59.89,6826.880545
Georgia,GEO,Asia,Western Asia,2005,0.714,2.3,4475273,72.73,1530.035094
Germany,DEU,Europe,Western Europe,2005,0.892,8.2,81246801,78.93170732,34696.62092
Ghana,GHA,Africa,Sub-Saharan Africa,2005,0.51,3.5,21389514,58.666,498.1723904
Greece,GRC,Europe,Southern Europe,2005,0.85,4.3,11069662,79.23902439,22551.73574
Grenada,GRD,Americas,Latin America and the Caribbean,2005,NA,NA,102951,71.438,6754.512393
Guatemala,GTM,Americas,Latin America and the Caribbean,2005,0.57,2.5,13183505,69.763,2077.83438
Guinea,GIN,Africa,Sub-Saharan Africa,2005,0.356,NA,9669023,53.17,303.424498
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2005,0.388,NA,1462784,53.357,424.9562044
Guyana,GUY,Americas,Latin America and the Caribbean,2005,0.622,2.5,742495,65.538,1098.455216
Haiti,HTI,Americas,Latin America and the Caribbean,2005,0.455,1.8,9263409,59.219,465.3103865
Honduras,HND,Americas,Latin America and the Caribbean,2005,0.583,2.6,6880181,71.532,1311.741714
Hungary,HUN,Europe,Eastern Europe,2005,0.802,5,10095964,72.64878049,11205.97134
Iceland,ISL,Europe,Northern Europe,2005,0.884,9.7,296745,81.50243902,56250.68281
India,IND,Asia,Southern Asia,2005,0.536,2.9,1144326293,64.556,707.008019
Indonesia,IDN,Asia,South-eastern Asia,2005,0.632,2.2,226254703,67.191,1260.928834
Iraq,IRQ,Asia,Western Asia,2005,0.631,2.2,27017712,68.35,1849.603911
Ireland,IRL,Europe,Northern Europe,2005,0.896,7.4,4203700,78.94390244,50878.63952
Israel,ISR,Asia,Western Asia,2005,0.87,6.3,6603677,80.15121951,20557.12408
Italy,ITA,Europe,Southern Europe,2005,0.856,5,58657355,80.78292683,31959.26295
Jamaica,JAM,Americas,Latin America and the Caribbean,2005,0.709,3.6,2677888,73.446,4082.240762
Japan,JPN,Asia,Eastern Asia,2005,0.873,7.3,126978754,81.92512195,37217.64873
Jordan,JOR,Asia,Western Asia,2005,0.733,5.7,5332982,72.594,2203.083787
Kazakhstan,KAZ,Asia,Central Asia,2005,0.747,2.6,15451752,65.9097561,3771.278957
Kenya,KEN,Africa,Sub-Saharan Africa,2005,0.483,2.1,35349040,55.819,519.7999346
Kiribati,KIR,Oceania,Micronesia,2005,0.576,NA,92329,64.859,1214.556667
Kuwait,KWT,Asia,Western Asia,2005,0.787,4.7,2263604,73.505,35490.26132
Latvia,LVA,Europe,Northern Europe,2005,0.807,4.2,2227559,71.35609756,7558.742006
Lebanon,LBN,Asia,Western Asia,2005,0.733,3.1,3986865,76.786,5390.208134
Lesotho,LSO,Africa,Sub-Saharan Africa,2005,0.437,3.4,1925844,46.521,862.9463084
Liberia,LBR,Africa,Sub-Saharan Africa,2005,0.377,2.2,3269786,55.052,290.9945021
Libya,LBY,Africa,Northern Africa,2005,0.752,2.5,5801543,71.362,8171.361651
Lithuania,LTU,Europe,Northern Europe,2005,0.807,4.8,3343268,71.25365854,7863.162009
Luxembourg,LUX,Europe,Western Europe,2005,0.88,8.5,457847,79.43170732,80289.69641
Madagascar,MDG,Africa,Sub-Saharan Africa,2005,0.478,2.8,18290394,61.212,274.8197023
Malawi,MWI,Africa,Sub-Saharan Africa,2005,0.377,2.8,12747846,49.846,280.3673842
Malaysia,MYS,Asia,South-eastern Asia,2005,0.732,5.1,25796124,73.463,5593.822995
Maldives,MDV,Asia,Southern Asia,2005,0.622,NA,304968,74.151,3648.780055
Mali,MLI,Africa,Sub-Saharan Africa,2005,0.35,2.9,12881384,52.057,487.9402556
Malta,MLT,Europe,Southern Europe,2005,0.809,6.6,397094,79.3,15835.34667
Mauritania,MRT,Africa,Sub-Saharan Africa,2005,0.466,NA,3154087,60.729,697.7452864
Mauritius,MUS,Africa,Sub-Saharan Africa,2005,0.713,4.2,1222006,72.43219512,5116.045424
Mexico,MEX,Americas,Latin America and the Caribbean,2005,0.723,3.5,109747906,75.347,8089.409036
Mongolia,MNG,Asia,Eastern Asia,2005,0.649,3,2526447,65.104,998.8226671
Montenegro,MNE,Europe,Southern Europe,2005,0.751,NA,616389,73.62,3674.617924
Morocco,MAR,Africa,Northern Africa,2005,0.575,3.2,30385479,71.456,2013.755559
Mozambique,MOZ,Africa,Sub-Saharan Africa,2005,0.353,2.8,21126676,51.362,369.1545359
Myanmar,MMR,Asia,South-eastern Asia,2005,0.474,1.8,49984704,63.597,247.2427006
Namibia,NAM,Africa,Sub-Saharan Africa,2005,0.57,4.3,2027026,53.563,3504.284009
Nepal,NPL,Asia,Southern Asia,2005,0.476,2.5,25506847,65.537,317.089198
Netherlands,NLD,Europe,Western Europe,2005,0.893,8.6,16331646,79.34634146,41577.16009
New Zealand,NZL,Oceania,Australia and New Zealand,2005,0.888,9.6,4134699,79.85121951,27750.72484
Nicaragua,NIC,Americas,Latin America and the Caribbean,2005,0.597,2.6,5379327,71.935,1175.116225
Niger,NER,Africa,Sub-Saharan Africa,2005,0.286,2.4,13485436,53.127,250.0383731
Nigeria,NGA,Africa,Sub-Saharan Africa,2005,0.466,1.9,139611303,48.246,1267.703677
Norway,NOR,Europe,Northern Europe,2005,0.931,8.9,4624388,80.04146341,66775.3944
Oman,OMN,Asia,Western Asia,2005,0.748,6.3,2506891,74.231,12376.97936
Pakistan,PAK,Asia,Southern Asia,2005,0.501,2.1,153356383,63.836,711.4699463
Panama,PAN,Americas,Latin America and the Caribbean,2005,0.744,3.5,3319301,75.947,4916.54886
Papua New Guinea,PNG,Oceania,Melanesia,2005,0.454,2.3,6086905,63.433,770.5648783
Paraguay,PRY,Americas,Latin America and the Caribbean,2005,0.648,2.1,5795493,71.281,1852.732517
