country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Sweden,SWE,Europe,Northern Europe,2001,0.88,9,8888675,79.79512195,26969.24457
Switzerland,CHE,Europe,Western Europe,2001,0.89,8.4,7200945,80.1804878,38538.99005
Tajikistan,TJK,Asia,Central Asia,2001,0.543,NA,6290413,65.894,170.8085033
Thailand,THA,Asia,South-eastern Asia,2001,0.657,3.2,63415174,70.841,1893.145377
Timor-Leste,TLS,Asia,South-eastern Asia,2001,0.475,NA,865848,60.304,580.0358755
Togo,TGO,Africa,Sub-Saharan Africa,2001,0.428,NA,5006223,53.551,289.7512701
Tonga,TON,Oceania,Polynesia,2001,0.679,NA,98434,70.949,1837.977391
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2001,0.721,NA,1272383,68.584,6935.721451
Tunisia,TUN,Africa,Northern Africa,2001,0.662,5.3,9785665,73.402,2254.933126
Turkey,TUR,Asia,Western Asia,2001,0.658,3.6,64182694,70.571,3119.606218
Turkmenistan,TKM,Asia,Central Asia,2001,NA,NA,4551762,63.842,774.4833398
Uganda,UGA,Africa,Sub-Saharan Africa,2001,0.404,1.9,24534668,48.12,234.9840775
Ukraine,UKR,Europe,Eastern Europe,2001,0.683,2.1,48310816,68.28707317,780.7380243
United Arab Emirates,ARE,Asia,Western Asia,2001,0.803,NA,3217865,74.487,31061.52935
Uruguay,URY,Americas,Latin America and the Caribbean,2001,0.746,5.1,3327105,75.022,6281.377047
Uzbekistan,UZB,Asia,Central Asia,2001,0.6,2.7,24814629,67.366,456.7062895
Vanuatu,VUT,Oceania,Melanesia,2001,NA,NA,189288,67.82,1362.601731
Zambia,ZMB,Africa,Sub-Saharan Africa,2001,0.433,2.6,10861238,45.448,378.2736238
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2001,0.427,2.9,12603988,44.326,548.0587312
Afghanistan,AFG,Asia,Southern Asia,2002,0.373,NA,21487079,56.637,184.4947121
Albania,ALB,Europe,Southern Europe,2002,0.674,2.5,3123112,74.575,1425.124219
Algeria,DZA,Africa,Northern Africa,2002,0.663,NA,31990387,71.276,1774.033673
Angola,AGO,Africa,Sub-Saharan Africa,2002,0.406,1.7,16109696,49.341,869.851485
Argentina,ARG,Americas,Latin America and the Caribbean,2002,0.77,2.8,37889443,74.236,2579.193168
Armenia,ARM,Asia,Western Asia,2002,0.657,NA,3047249,72.112,783.2616099
Australia,AUS,Oceania,Australia and New Zealand,2002,0.905,8.6,19514385,79.93658537,20074.22931
Austria,AUT,Europe,Western Europe,2002,0.837,7.8,8114698,78.67804878,26401.74546
Azerbaijan,AZE,Asia,Western Asia,2002,0.659,2,8280599,67.391,763.080638
Bahrain,BHR,Asia,Western Asia,2002,0.798,NA,725365,74.822,13102.33457
Bangladesh,BGD,Asia,Southern Asia,2002,0.484,1.2,136228456,66.448,400.6135745
Barbados,BRB,Americas,Latin America and the Caribbean,2002,0.753,NA,271479,73.691,11675.34754
Belarus,BLR,Europe,Eastern Europe,2002,0.695,4.8,9825802,68.05609756,1479.314583
Belgium,BEL,Europe,Western Europe,2002,0.878,7.1,10364613,78.07560976,25052.33939
Belize,BLZ,Americas,Latin America and the Caribbean,2002,0.684,NA,262202,68.46,3556.561825
Benin,BEN,Africa,Sub-Saharan Africa,2002,0.416,NA,7414744,56.025,418.6985763
Bhutan,BTN,Asia,Southern Asia,2002,NA,NA,598421,62.484,885.6382245
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2002,NA,NA,3808347,74.824,1761.537647
Botswana,BWA,Africa,Sub-Saharan Africa,2002,0.567,6.4,1786672,49.108,3055.618382
Brazil,BRA,Americas,Latin America and the Caribbean,2002,0.699,4,181045592,70.896,2819.64812
Bulgaria,BGR,Europe,Eastern Europe,2002,0.729,4,7869124,71.86585366,2076.830682
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2002,NA,NA,12290984,51.384,260.7635413
Burundi,BDI,Africa,Sub-Saharan Africa,2002,0.276,NA,7159918,51.977,122.4335893
Cambodia,KHM,Asia,South-eastern Asia,2002,0.445,NA,12681984,60.283,339.0676984
Cameroon,CMR,Africa,Sub-Saharan Africa,2002,0.452,2.2,16779434,51.059,719.8896584
Canada,CAN,Americas,Northern America,2002,0.877,9,31288572,79.5902439,24167.80431
Central African Republic,CAF,Africa,Sub-Saharan Africa,2002,0.316,NA,3859784,43.718,253.7068343
Chad,TCD,Africa,Sub-Saharan Africa,2002,0.284,NA,9002102,47.638,220.8054821
Chile,CHL,Americas,Latin America and the Caribbean,2002,0.775,7.5,15544554,77.255,4463.545867
China,CHN,Asia,Eastern Asia,2002,0.61,3.5,1284349938,72.84,1148.50829
Colombia,COL,Americas,Latin America and the Caribbean,2002,0.659,3.6,41572493,71.556,2355.725857
Comoros,COM,Africa,Sub-Saharan Africa,2002,NA,NA,575428,59.617,744.4751724
Costa Rica,CRI,Americas,Latin America and the Caribbean,2002,0.715,4.5,4063208,77.736,4062.014999
Croatia,HRV,Europe,Southern Europe,2002,0.765,3.8,4396765,74.717317070000007,6051.452886
Cuba,CUB,Americas,Latin America and the Caribbean,2002,0.694,NA,11184540,77.119,2994.339988
Cyprus,CYP,Asia,Western Asia,2002,0.815,NA,979883,78.264,16372.29152
Denmark,DNK,Europe,Northern Europe,2002,0.882,9.5,5369058,76.89512195,33228.69291
Djibouti,DJI,Africa,Sub-Saharan Africa,2002,0.378,NA,745459,57.233,792.15412
Dominica,DMA,Americas,Latin America and the Caribbean,2002,0.698,NA,69806,76.59756098,4771.92921
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2002,0.665,NA,8832286,70.99,3098.051705
Ecuador,ECU,Americas,Latin America and the Caribbean,2002,0.679,2.2,13072056,73.482,2183.966796
El Salvador,SLV,Americas,Latin America and the Caribbean,2002,0.628,3.4,5874301,69.44,2131.90982
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2002,0.554,NA,567664,53.415,2711.170114
Eritrea,ERI,Africa,Sub-Saharan Africa,2002,NA,NA,3788532,56.483,201.7687981
Estonia,EST,Europe,Northern Europe,2002,0.798,5.6,1382735,70.90487805,5308.347781
Ethiopia,ETH,Africa,Sub-Saharan Africa,2002,0.306,3.5,70391170,53.347,111.3634356
Fiji,FJI,Oceania,Melanesia,2002,0.689,NA,815691,67.91,2259.055796
Finland,FIN,Europe,Northern Europe,2002,0.866,9.7,5200632,78.1195122,26834.02625
France,FRA,Europe,Western Europe,2002,0.852,6.3,60075783,79.26097561,24177.33517
Gabon,GAB,Africa,Sub-Saharan Africa,2002,0.638,NA,1289192,59.154,4102.55271
Georgia,GEO,Asia,Western Asia,2002,0.684,2.4,4629853,72.408,779.3756798
Germany,DEU,Europe,Western Europe,2002,0.872,7.3,81699829,78.22926829,25205.16445
Ghana,GHA,Africa,Sub-Saharan Africa,2002,0.489,3.9,19788181,57.41,309.4844703
Greece,GRC,Europe,Southern Europe,2002,0.823,4.2,11011490,78.64146341,14110.31339
Grenada,GRD,Americas,Latin America and the Caribbean,2002,NA,NA,102100,70.77,5292.232379
Guatemala,GTM,Americas,Latin America and the Caribbean,2002,0.56,2.5,12272208,68.717,1701.771492
Guinea,GIN,Africa,Sub-Saharan Africa,2002,0.338,NA,9114287,51.451,322.811171
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2002,NA,NA,1372367,52.636,321.4813204
Guyana,GUY,Americas,Latin America and the Caribbean,2002,0.611,NA,743107,65.192,965.7492841
Haiti,HTI,Americas,Latin America and the Caribbean,2002,0.447,2.2,8834739,58.239,393.0160609
Honduras,HND,Americas,Latin America and the Caribbean,2002,0.566,2.7,6499001,70.957,1132.872001
Hungary,HUN,Europe,Eastern Europe,2002,0.784,4.9,10168101,72.34878049,6665.961242
Iceland,ISL,Europe,Northern Europe,2002,0.866,9.4,286865,80.50243902,32024.1856
India,IND,Asia,Southern Asia,2002,0.505,2.7,1090189358,63.368,466.2008042
Indonesia,IDN,Asia,South-eastern Asia,2002,0.613,1.9,217369087,66.643,899.5556857
Iraq,IRQ,Asia,Western Asia,2002,0.616,NA,24943793,68.932,NA
Ireland,IRL,Europe,Northern Europe,2002,0.87,6.9,3968213,77.63414634,32539.95521
Israel,ISR,Asia,Western Asia,2002,0.863,7.3,6240215,79.45121951,18427.60702
Italy,ITA,Europe,Southern Europe,2002,0.841,5.2,57655677,80.22926829,22196.50675
Jamaica,JAM,Americas,Latin America and the Caribbean,2002,0.694,4,2634779,72.683,3596.499339
Japan,JPN,Asia,Eastern Asia,2002,0.863,7.1,126249509,81.56341463,32289.35054
Jordan,JOR,Asia,Western Asia,2002,0.717,4.5,4938935,72.083,1812.288374
Kazakhstan,KAZ,Asia,Central Asia,2002,0.714,2.3,15010919,65.96829268,1658.030785
Kenya,KEN,Africa,Sub-Saharan Africa,2002,0.45,1.9,32691980,52.565,395.8493511
Kiribati,KIR,Oceania,Micronesia,2002,NA,NA,87343,64.43,826.585504
Kuwait,KWT,Asia,Western Asia,2002,0.788,NA,2042215,73.3,17789.41981
Latvia,LVA,Europe,Northern Europe,2002,0.761,3.7,2316731,70.96097561,4132.349207
Lebanon,LBN,Asia,Western Asia,2002,NA,NA,3522842,75.418,5436.595223
Lesotho,LSO,Africa,Sub-Saharan Africa,2002,0.44,NA,1885488,46.394,407.8093907
Liberia,LBR,Africa,Sub-Saharan Africa,2002,0.373,NA,3070673,52.814,302.6580033
Libya,LBY,Africa,Northern Africa,2002,0.74,NA,5518341,70.783,3705.442638
Lithuania,LTU,Europe,Northern Europe,2002,0.78,4.8,3432663,71.76097561,4146.987928
Luxembourg,LUX,Europe,Western Europe,2002,0.865,9,443729,77.96585366,52930.64115
Madagascar,MDG,Africa,Sub-Saharan Africa,2002,0.457,1.7,16736029,59.717,262.2859481
Malawi,MWI,Africa,Sub-Saharan Africa,2002,0.362,2.9,11788731,47.169,290.9798977
Malaysia,MYS,Asia,South-eastern Asia,2002,0.724,4.9,24401977,73.113,4167.364387
Maldives,MDV,Asia,Southern Asia,2002,0.601,NA,290147,71.737,3047.591909
Mali,MLI,Africa,Sub-Saharan Africa,2002,0.318,NA,11723017,49.54,334.2024016
Malta,MLT,Europe,Southern Europe,2002,0.79,NA,391148,78.73902439,11843.93902
Mauritania,MRT,Africa,Sub-Saharan Africa,2002,0.447,NA,2884672,60.25,460.9542322
Mauritius,MUS,Africa,Sub-Saharan Africa,2002,0.687,4.5,1201931,71.96585366,3957.512906
Mexico,MEX,Americas,Latin America and the Caribbean,2002,0.708,3.6,105578297,74.809,7398.80102
Mongolia,MNG,Asia,Eastern Asia,2002,0.609,NA,2443503,63.777,571.501883
Montenegro,MNE,Europe,Southern Europe,2002,NA,NA,613543,73.277,2106.635068
Morocco,MAR,Africa,Northern Africa,2002,0.551,3.7,29535591,69.738,1413.757176
Mozambique,MOZ,Africa,Sub-Saharan Africa,2002,0.318,NA,19348715,49.406,262.8840551
Myanmar,MMR,Asia,South-eastern Asia,2002,0.445,NA,48689952,62.757,143.7760051
Namibia,NAM,Africa,Sub-Saharan Africa,2002,0.554,5.7,1957749,54.145,1669.43144
Nepal,NPL,Asia,Southern Asia,2002,0.457,NA,24516969,63.745,246.3075621
Netherlands,NLD,Europe,Western Europe,2002,0.881,9,16076427,78.29268293,28817.32321
New Zealand,NZL,Oceania,Australia and New Zealand,2002,0.881,9.5,3961695,78.84634146,16874.18749
Nicaragua,NIC,Americas,Latin America and the Caribbean,2002,0.583,2.5,5171736,70.675,1010.147277
Niger,NER,Africa,Sub-Saharan Africa,2002,0.266,NA,12075991,51.123,177.8208384
Nigeria,NGA,Africa,Sub-Saharan Africa,2002,NA,1.6,129246283,46.834,741.340315
Norway,NOR,Europe,Northern Europe,2002,0.918,8.5,4537240,78.98780488,43061.15038
Oman,OMN,Asia,Western Asia,2002,0.725,NA,2323203,73.022,8629.101774
Pakistan,PAK,Asia,Southern Asia,2002,0.465,2.6,144271586,63.196,499.8600033
Panama,PAN,Americas,Latin America and the Caribbean,2002,0.728,3,3144728,75.443,4126.140671
Papua New Guinea,PNG,Oceania,Melanesia,2002,0.433,NA,5653284,62.458,511.6597331
Paraguay,PRY,Americas,Latin America and the Caribbean,2002,0.642,1.7,5508615,70.593,1306.365735
Peru,PER,Americas,Latin America and the Caribbean,2002,0.686,4,26601463,71.389,2059.192958
Philippines,PHL,Asia,South-eastern Asia,2002,0.631,2.6,81294378,67.434,1000.068168
Poland,POL,Europe,Eastern Europe,2002,0.796,4,38454823,74.49756098,5196.932921
Portugal,PRT,Europe,Southern Europe,2002,0.789,6.3,10362028,77.06585366,12882.28897
Qatar,QAT,Asia,Western Asia,2002,0.815,NA,634388,76.488,29990.65492
Romania,ROU,Europe,Eastern Europe,2002,0.722,2.6,21851988,71.0097561,2124.873613
Rwanda,RWA,Africa,Sub-Saharan Africa,2002,0.359,NA,8539029,50.97,196.5220297
Samoa,WSM,Oceania,Polynesia,2002,0.659,NA,176592,69.97,1631.417027
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2002,0.504,NA,143085,63.754,551.2038522
Saudi Arabia,SAU,Asia,Western Asia,2002,0.747,NA,22668102,72.82,8655.311531
Senegal,SEN,Africa,Sub-Saharan Africa,2002,0.401,3.1,10389457,58.665,649.4758642
Serbia,SRB,Europe,Southern Europe,2002,0.715,NA,9320350,72.28536585,2149.909404
Seychelles,SYC,Africa,Sub-Saharan Africa,2002,0.713,NA,84096,71.08780488,8331.261997
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2002,0.322,NA,4422154,40.66,252.8315328
Singapore,SGP,Asia,South-eastern Asia,2002,0.819,9.3,4136102,78.55121951,22016.83279
Slovenia,SVN,Europe,Southern Europe,2002,0.843,6,1987855,76.00731707,11814.09994
Solomon Islands,SLB,Oceania,Melanesia,2002,0.453,NA,434893,64.368,784.9562874
South Africa,ZAF,Africa,Sub-Saharan Africa,2002,0.613,4.8,46272223,54.299,2461.355087
South Sudan,SSD,Africa,Sub-Saharan Africa,2002,NA,NA,7233237,50.013,NA
Spain,ESP,Europe,Southern Europe,2002,0.83,7.1,41815486,79.56829268,17019.53541
Sri Lanka,LKA,Asia,Southern Asia,2002,0.697,3.7,19061066,72.511,867.6360437
Sudan,SDN,Africa,Northern Africa,2002,0.409,NA,29569978,59.184,412.1517561
Suriname,SUR,Americas,Latin America and the Caribbean,2002,NA,NA,486271,68.051,2263.923096
Sweden,SWE,Europe,Northern Europe,2002,0.882,9.3,8911899,79.84634146,29571.70446
Switzerland,CHE,Europe,Western Europe,2002,0.889,8.5,7242034,80.38536585,41376.39399
Tajikistan,TJK,Asia,Central Asia,2002,0.553,NA,6406518,66.303,189.3945515
Thailand,THA,Asia,South-eastern Asia,2002,0.666,3.2,64136669,71.11,2096.054617
Timor-Leste,TLS,Asia,South-eastern Asia,2002,0.485,NA,894837,61.251,552.8103266
Togo,TGO,Africa,Sub-Saharan Africa,2002,0.428,NA,5142419,53.707,323.467151
Tonga,TON,Oceania,Polynesia,2002,0.683,NA,99005,71.089,1842.404421
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2002,0.729,NA,1277840,68.648,7049.626612
Tunisia,TUN,Africa,Northern Africa,2002,0.667,4.8,9864207,73.629,2346.05937
Turkey,TUR,Asia,Western Asia,2002,0.668,3.2,65125766,71.102,3660.07113
Turkmenistan,TKM,Asia,Central Asia,2002,NA,NA,4600172,64.101,967.8907946
Uganda,UGA,Africa,Sub-Saharan Africa,2002,0.418,2.1,25355794,49.242,240.2423229
Ukraine,UKR,Europe,Eastern Europe,2002,0.691,2.4,47890647,68.27560976,879.4750486
United Arab Emirates,ARE,Asia,Western Asia,2002,0.808,NA,3394060,74.73,31311.35936
Uruguay,URY,Americas,Latin America and the Caribbean,2002,0.747,5.1,3327770,75.229,4088.768855
Uzbekistan,UZB,Asia,Central Asia,2002,0.607,2.9,25088682,67.594,383.343068
Vanuatu,VUT,Oceania,Melanesia,2002,NA,NA,193957,68.189,1353.934819
Zambia,ZMB,Africa,Sub-Saharan Africa,2002,0.443,2.6,11139978,46.33,377.1305244
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2002,0.418,2.7,12691431,44.109,507.3480034
Afghanistan,AFG,Asia,Southern Asia,2003,0.381,NA,22507368,57.25,195.7766303
Albania,ALB,Europe,Southern Europe,2003,0.681,2.5,3117045,74.82,1846.120121
Algeria,DZA,Africa,Northern Africa,2003,0.673,2.6,32394886,71.78,2094.335506
Angola,AGO,Africa,Sub-Saharan Africa,2003,0.415,1.8,16691395,50.508,978.5389339
Argentina,ARG,Americas,Latin America and the Caribbean,2003,0.775,2.5,38309475,74.424,3330.437006
Armenia,ARM,Asia,Western Asia,2003,0.668,3,3036420,72.347,930.1661567
Australia,AUS,Oceania,Australia and New Zealand,2003,0.908,8.8,19735255,80.23902439,23437.31215
Austria,AUT,Europe,Western Europe,2003,0.841,8,8155466,78.63170732,32222.89724
Azerbaijan,AZE,Asia,Western Asia,2003,0.668,1.8,8371536,67.791,883.6439965
Bahrain,BHR,Asia,Western Asia,2003,0.803,6.1,761595,74.999,14221.99259
Bangladesh,BGD,Asia,Southern Asia,2003,0.491,1.3,138600174,66.965,432.7388972
Barbados,BRB,Americas,Latin America and the Caribbean,2003,0.757,NA,272261,73.847,12028.48034
Belarus,BLR,Europe,Eastern Europe,2003,0.703,4.2,9758817,68.55365854,1819.766059
Belgium,BEL,Europe,Western Europe,2003,0.88,7.6,10426169,78.12926829,30743.90254
Belize,BLZ,Americas,Latin America and the Caribbean,2003,0.691,4.5,269132,68.619,3679.909523
Benin,BEN,Africa,Sub-Saharan Africa,2003,0.423,NA,7665681,56.436,519.2922847
Bhutan,BTN,Asia,Southern Asia,2003,NA,NA,616474,63.322,997.7417141
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2003,NA,NA,3817313,74.967,2214.732246
Botswana,BWA,Africa,Sub-Saharan Africa,2003,0.58,5.7,1810438,49.788,4163.065906
Brazil,BRA,Americas,Latin America and the Caribbean,2003,0.695,3.9,183627339,71.29,3059.586507
Bulgaria,BGR,Europe,Eastern Europe,2003,0.738,3.9,7805041,72.06585366,2698.624248
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2003,NA,NA,12651596,51.956,332.3443051
Burundi,BDI,Africa,Sub-Saharan Africa,2003,0.279,NA,7401215,52.19,112.8493703
Cambodia,KHM,Asia,South-eastern Asia,2003,0.458,NA,12901217,61.241,362.4213785
Cameroon,CMR,Africa,Sub-Saharan Africa,2003,0.455,1.8,17218591,51.671,881.0102086
Canada,CAN,Americas,Northern America,2003,0.881,8.7,31596593,79.83902439,28172.14883
Central African Republic,CAF,Africa,Sub-Saharan Africa,2003,0.315,NA,3923294,43.827,286.2508019
Chad,TCD,Africa,Sub-Saharan Africa,2003,0.301,NA,9353516,47.716,292.5914364
Chile,CHL,Americas,Latin America and the Caribbean,2003,0.781,7.4,15729268,77.453,4787.699532
China,CHN,Asia,Eastern Asia,2003,0.622,3.4,1291485488,73.257,1288.643252
Colombia,COL,Americas,Latin America and the Caribbean,2003,0.658,3.7,42152147,71.813,2246.257472
Comoros,COM,Africa,Sub-Saharan Africa,2003,NA,NA,589500,59.738,935.611518
Costa Rica,CRI,Americas,Latin America and the Caribbean,2003,0.719,4.3,4125970,77.868,4167.714089
Croatia,HRV,Europe,Southern Europe,2003,0.771,3.7,4390291,74.61390244,7807.943855
Cuba,CUB,Americas,Latin America and the Caribbean,2003,0.705,4.6,11214837,77.381,3192.669378
Cyprus,CYP,Asia,Western Asia,2003,0.823,6.1,998150,78.386,20293.40789
Denmark,DNK,Europe,Northern Europe,2003,0.893,9.5,5382953,77.14390244,40458.77064
Djibouti,DJI,Africa,Sub-Saharan Africa,2003,0.388,NA,756656,57.424,819.974118
Dominica,DMA,Americas,Latin America and the Caribbean,2003,0.704,NA,70058,NA,4897.930844
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2003,0.666,3.3,8967759,71.207,2413.410133
Ecuador,ECU,Americas,Latin America and the Caribbean,2003,0.682,2.2,13289600,73.72,2440.468905
El Salvador,SLV,Americas,Latin America and the Caribbean,2003,0.636,3.7,5900929,69.743,2217.837156
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2003,0.553,NA,586772,53.709,3577.176197
Eritrea,ERI,Africa,Sub-Saharan Africa,2003,NA,NA,3928408,57.174,232.7945459
Estonia,EST,Europe,Northern Europe,2003,0.805,5.5,1372890,71.31707317,7174.237415
Ethiopia,ETH,Africa,Sub-Saharan Africa,2003,0.31,2.5,72432290,54.209,118.8734466
Fiji,FJI,Oceania,Melanesia,2003,0.691,NA,816626,68.079,2835.973972
Finland,FIN,Europe,Northern Europe,2003,0.869,9.7,5213800,78.36829268,32816.16088
France,FRA,Europe,Western Europe,2003,0.857,6.9,60464857,79.11463415,29568.38595
Gabon,GAB,Africa,Sub-Saharan Africa,2003,0.64,NA,1318093,59.266,4892.0116180000005
Georgia,GEO,Asia,Western Asia,2003,0.694,1.8,4575993,72.575,927.9891958
Germany,DEU,Europe,Western Europe,2003,0.877,7.7,81569481,78.3804878,30359.95215
Ghana,GHA,Africa,Sub-Saharan Africa,2003,0.491,3.3,20305396,57.761,373.2815537
Greece,GRC,Europe,Southern Europe,2003,0.83,4.3,11029587,78.84146341,18477.57841
Grenada,GRD,Americas,Latin America and the Caribbean,2003,NA,NA,102371,70.991,5773.073577
Guatemala,GTM,Americas,Latin America and the Caribbean,2003,0.564,2.4,12573346,69.092,1753.349471
Guinea,GIN,Africa,Sub-Saharan Africa,2003,0.325,NA,9281572,51.859,370.1931781
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2003,NA,NA,1401716,52.845,360.5718585
Guyana,GUY,Americas,Latin America and the Caribbean,2003,0.613,NA,742537,65.313,988.3050591
Haiti,HTI,Americas,Latin America and the Caribbean,2003,0.45,1.5,8976555,58.535,329.7820946
Honduras,HND,Americas,Latin America and the Caribbean,2003,0.571,2.3,6626304,71.15,1157.30427
Hungary,HUN,Europe,Eastern Europe,2003,0.793,4.8,10141471,72.3,8423.350987
Iceland,ISL,Europe,Northern Europe,2003,0.873,9.6,289824,80.96341463,39086.77319
India,IND,Asia,Southern Asia,2003,0.518,2.8,1108369577,63.759,541.1352279
Indonesia,IDN,Asia,South-eastern Asia,2003,0.624,1.9,220307809,66.82,1064.509447
Iraq,IRQ,Asia,Western Asia,2003,0.603,2.2,25630426,68.742,NA
Ireland,IRL,Europe,Northern Europe,2003,0.88,7.5,4040986,78.13902439,41107.03106
Israel,ISR,Asia,Western Asia,2003,0.863,7,6350762,79.64878049,18964.22364
Italy,ITA,Europe,Southern Europe,2003,0.846,5.3,58002003,79.98292683,27387.22632
Jamaica,JAM,Americas,Latin America and the Caribbean,2003,0.689,3.8,2649825,72.911,3465.220089
Japan,JPN,Asia,Eastern Asia,2003,0.866,7,126523884,81.76,34808.39092
Jordan,JOR,Asia,Western Asia,2003,0.723,4.6,5042538,72.256,1889.213962
Kazakhstan,KAZ,Asia,Central Asia,2003,0.725,2.4,15139324,65.86585366,2068.124118
Kenya,KEN,Africa,Sub-Saharan Africa,2003,0.461,1.9,33551079,53.413,436.6875357
Kiribati,KIR,Oceania,Micronesia,2003,NA,NA,88892,64.599,1015.038605
Kuwait,KWT,Asia,Western Asia,2003,0.791,5.3,2095993,73.367,22071.56961
Latvia,LVA,Europe,Northern Europe,2003,0.776,3.8,2286946,71.26585366,5134.905694
Lebanon,LBN,Asia,Western Asia,2003,NA,3,3701464,75.892,5425.66907
Lesotho,LSO,Africa,Sub-Saharan Africa,2003,0.439,NA,1898778,46.021,603.6362783
Liberia,LBR,Africa,Sub-Saharan Africa,2003,0.335,NA,3124222,53.323,240.0333993
Libya,LBY,Africa,Northern Africa,2003,0.747,2.1,5609166,70.97,4676.967503
Lithuania,LTU,Europe,Northern Europe,2003,0.792,4.7,3406030,72.06097561,5505.535669
Luxembourg,LUX,Europe,Western Europe,2003,0.867,8.7,447321,77.72682927,65445.88503
Madagascar,MDG,Africa,Sub-Saharan Africa,2003,0.466,2.6,17245275,60.256,316.7998965
Malawi,MWI,Africa,Sub-Saharan Africa,2003,0.366,2.8,12090476,47.843,260.1052517
Malaysia,MYS,Asia,South-eastern Asia,2003,0.731,5.2,24869423,73.242,4463.675893
Maldives,MDV,Asia,Southern Asia,2003,0.617,NA,294996,72.603,3481.435214
Mali,MLI,Africa,Sub-Saharan Africa,2003,0.333,3,12088867,50.373,391.7912801
Malta,MLT,Europe,Southern Europe,2003,0.797,NA,392870,78.54634146,13689.98999
Mauritania,MRT,Africa,Sub-Saharan Africa,2003,0.451,NA,2974686,60.381,528.5806613
Mauritius,MUS,Africa,Sub-Saharan Africa,2003,0.696,4.4,1209182,72.12130081,4623.347642
Mexico,MEX,Americas,Latin America and the Caribbean,2003,0.714,3.6,106888418,75.002,6903.949188
Mongolia,MNG,Asia,Eastern Asia,2003,0.621,NA,2469045,64.23,646.0561295
Montenegro,MNE,Europe,Southern Europe,2003,0.74,NA,614322,73.355,2789.159065
Morocco,MAR,Africa,Northern Africa,2003,0.561,3.3,29812685,70.296,1721.973863
Mozambique,MOZ,Africa,Sub-Saharan Africa,2003,0.332,2.7,19928496,50.007,283.8911588
Myanmar,MMR,Asia,South-eastern Asia,2003,0.455,1.6,49151958,63.046,219.782326
Namibia,NAM,Africa,Sub-Saharan Africa,2003,0.559,4.7,1980531,53.693,2422.305183
Nepal,NPL,Asia,Southern Asia,2003,0.463,NA,24868900,64.376,253.7200412
Netherlands,NLD,Europe,Western Europe,2003,0.885,8.9,16167421,78.49268293,35245.16407
New Zealand,NZL,Oceania,Australia and New Zealand,2003,0.884,9.5,4020195,79.14634146,21913.70817
Nicaragua,NIC,Americas,Latin America and the Caribbean,2003,0.587,2.6,5240876,71.117,1015.565314
Niger,NER,Africa,Sub-Saharan Africa,2003,0.27,NA,12526725,51.77,215.8050408
Nigeria,NGA,Africa,Sub-Saharan Africa,2003,0.445,1.4,132581484,47.24,794.9529
Norway,NOR,Europe,Northern Europe,2003,0.924,8.8,4560947,79.3902439,50111.65445
Oman,OMN,Asia,Western Asia,2003,0.734,6.3,2385075,73.447,9069.810206
Pakistan,PAK,Asia,Southern Asia,2003,0.474,2.5,147251530,63.414,563.594342
Panama,PAN,Americas,Latin America and the Caribbean,2003,0.733,3.4,3202511,75.614,4267.13578
Papua New Guinea,PNG,Oceania,Melanesia,2003,0.439,2.1,5795571,62.784,588.3503924
Paraguay,PRY,Americas,Latin America and the Caribbean,2003,0.639,1.6,5607948,70.838,1371.511421
Peru,PER,Americas,Latin America and the Caribbean,2003,0.685,3.7,26937737,71.784,2180.250997
Philippines,PHL,Asia,South-eastern Asia,2003,0.636,2.5,82971734,67.555,1010.553198
Poland,POL,Europe,Eastern Europe,2003,0.8,3.6,38451227,74.59756098,5693.377763
Portugal,PRT,Europe,Southern Europe,2003,0.792,6.6,10402836,77.2195122,15772.7334
Qatar,QAT,Asia,Western Asia,2003,0.826,5.6,668165,76.581,34176.98183
Romania,ROU,Europe,Eastern Europe,2003,0.733,2.8,21722664,71.3097561,2774.955806
Rwanda,RWA,Africa,Sub-Saharan Africa,2003,0.371,NA,8686469,52.268,212.6872328
Samoa,WSM,Oceania,Polynesia,2003,0.665,NA,177677,70.314,1907.209417
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2003,0.509,NA,146357,64.021,643.9490657
Saudi Arabia,SAU,Asia,Western Asia,2003,0.754,4.5,23357887,72.948,9567.458285
Senegal,SEN,Africa,Sub-Saharan Africa,2003,0.408,3.2,10673320,59.23,813.7229318
Serbia,SRB,Europe,Southern Europe,2003,0.72,NA,9268451,72.43658537,2832.490652
